Horodateur,Date,Heure / Time,Vélos depuis le 1er janvier / Grand total,Vélos ce jour / Today's total,"Si vous souhaitez, vous pouvez transmettre une image ou une vidéo ici","Une remarque, un commentaire ? L'espace ci-dessous vous est ouvert ! / Open comments below",Date,,
16/09/2020 21:04:01,16/09/2020,20:08:00,196265,2318,,"Qu'est-ce-que l'écriture au fond ? Des lignes qui se tordent, sur un papier ou un écran, et dont le sens n'est donné que par l'intermédiaire d'un ou d'une lectrice.. Écriture et lecture sont-elles dissociables ? L'écrit existe-t-il sans la lecture, sorte d'oralité interiorisée ? L'écrit n'est-il qu'un oral au rabais ? Certainement non, et à la fois ""oui"", un petit peu.",,,
16/09/2020 21:12:07,16/09/2020,20:08:00,196265,2318,,,,,
17/09/2020 07:20:33,16/09/2020,21:55:00,196410,2463,,merci youna,,,
17/09/2020 09:03:08,17/09/2020,09:00:00,197012,524,,Yey,,,
17/09/2020 11:13:24,17/09/2020,11:12:00,197281,793,,Fancy team de patrouille...,,,
17/09/2020 18:30:29,17/09/2020,17:56:00,198315,1827,,cadeau nuptial,,,
17/09/2020 19:31:58,17/09/2020,18:35:00,198498,2010,,den pour youn,,,
17/09/2020 19:32:30,17/09/2020,18:42:00,198538,2050,,den pour clém [edit 198535>198538 chiffres qui vont trop vite],,,
17/09/2020 21:41:06,17/09/2020,21:38:00,198944,2456,,Super-YounA,,,
18/09/2020 09:00:38,18/09/2020,08:30:00,199425,360,,den,,,
18/09/2020 09:01:26,18/09/2020,08:54:00,199569,504,,den pour youn,,,
18/09/2020 09:14:50,18/09/2020,08:23:00,199392,327,,#JeSuisUnDes200000,,,
18/09/2020 11:01:02,18/09/2020,10:56:00,199816,751,,Youna pour Barbara,,,
18/09/2020 12:46:09,18/09/2020,12:23:00,200144,1079,,den pour fede,,,
18/09/2020 13:12:55,18/09/2020,11:11:00,200000,935,,reconstituté d'après les témoignages historiques d'époque.,184,,
18/09/2020 14:14:27,18/09/2020,14:02:00,200357,1292,,dede,,,
18/09/2020 19:05:54,18/09/2020,18:54:00,201187,2122,,den pour youn,,,
19/09/2020 12:22:24,19/09/2020,12:19:00,201876,300,,https://files.slack.com/files-pri/TEUFVB23Y-F01AKRG27QF/20200919_121923.jpg,,,
19/09/2020 16:08:18,19/09/2020,15:14:00,202025,449,,den pour rach,,,
19/09/2020 16:08:47,19/09/2020,15:47:00,202058,482,,den,,,
20/09/2020 01:48:32,20/09/2020,00:54:00,202338,8,,"Ah ben j'ai bien mangé, moi, ce soir ! ",,,
20/09/2020 10:06:49,20/09/2020,07:56:00,202362,32,,den pour nan,,,
20/09/2020 10:07:41,20/09/2020,08:03:00,202363,33,,den pour barb,,,
20/09/2020 10:08:34,20/09/2020,09:52:00,202418,88,,den pour barb,,,
20/09/2020 22:11:02,20/09/2020,20:00:00,203214,884,,Youna pour Aurélien,,,
20/09/2020 22:13:21,20/09/2020,22:00:00,203328,998,,Youna pour Nico,,,
21/09/2020 18:44:34,21/09/2020,16:39:00,204729,1342,,cf petit bout de papier au fond de ma poche,,,
21/09/2020 19:39:39,21/09/2020,19:38:00,205438,2051,,den pour barb,,,
21/09/2020 21:04:29,21/09/2020,20:59:00,205642,2255,,den pour youn,,,
21/09/2020 23:29:48,21/09/2020,23:09:00,205769,2382,,,,,
22/09/2020 08:27:39,22/09/2020,08:23:00,206056,265,,,,,
22/09/2020 09:28:53,22/09/2020,08:45:00,206195,404,,den,,,
22/09/2020 23:04:45,22/09/2020,22:23:00,207887,2096,,den pour barb,,,
23/09/2020 11:05:47,23/09/2020,09:41:00,208485,555,,From Denis with love,,,
23/09/2020 18:02:19,23/09/2020,17:49:00,209681,1751,,youna pour Clémence,,,
23/09/2020 21:53:14,23/09/2020,15:45:00,209290,1360,,den,,,
24/09/2020 08:52:18,24/09/2020,08:22:00,210751,319,,[edit 110751 corrigé en 210751],,,
24/09/2020 23:52:15,24/09/2020,23:13:00,212823,2391,,"Cher Totem, tu me manques mais que veux-tu, parfois il faut prioriser. Je pense souvent à toi. Je me suis dit que le jour où tu disparaitrais serait paradoxalement un jour heureux. Quand nous serons encore plus nombreux, tu n'auras plus ta place ici. Ton service sera obsolète. Mais probablement utile ailleurs, je n'en doute pas. Totem, n'oublies jamais que je t'aime.",,,
25/09/2020 18:00:53,25/09/2020,17:58:00,214446,1596,,MERCI AURORE !!!,,,
25/09/2020 18:16:55,25/09/2020,18:12:00,214483,1633,,Merci Aurore :),,,
25/09/2020 19:20:42,25/09/2020,18:42:00,214588,1738,,den pour clem,,,
26/09/2020 10:50:43,26/09/2020,10:48:00,215266,231,,den pour clem,,,
26/09/2020 11:23:56,26/09/2020,10:32:00,215245,210,,Youna pour Marie,,,
26/09/2020 13:29:03,26/09/2020,13:12:00,215457,422,,den pour clém,,,
27/09/2020 12:45:56,27/09/2020,12:44:00,216301,258,,Youna pour Clémence,,,
27/09/2020 12:47:39,27/09/2020,07:00:00,216116,73,,Youna pour Barbara,,,
27/09/2020 17:54:40,27/09/2020,12:42:00,216300,257,,den pour barb,,,
27/09/2020 20:22:16,27/09/2020,19:22:00,216578,535,,den pour barb,,,
28/09/2020 16:00:41,28/09/2020,15:58:00,217739,1036,,den pour soph,,,
28/09/2020 18:24:24,28/09/2020,10:19:00,217233,530,,"Quelle belle équipe !  [edit : heure estimée, à corriger quand Nico l'aura donnée]",,,
28/09/2020 21:11:27,28/09/2020,16:46:00,217864,1161,,Editor.txt sur mon vieilphone parce que j'avais pas de stylo [edit 1151 en 1161],,,
28/09/2020 21:16:39,28/09/2020,17:25:00,217984,1281,,https://files.slack.com/files-pri/TEUFVB23Y-F01BJGXMH6X/20200928_172510.jpg,,,
29/09/2020 07:49:02,29/09/2020,07:46:00,218775,102,,,,,
29/09/2020 07:51:46,29/09/2020,06:57:00,218704,31,,,,,
29/09/2020 08:07:19,29/09/2020,00:16:00,218676,3,,den pour barb,,,
29/09/2020 09:09:07,29/09/2020,09:08:00,219158,485,,,,,
29/09/2020 13:08:03,29/09/2020,13:07:00,219596,923,,,,,
29/09/2020 18:23:35,29/09/2020,18:23:00,220424,1751,,Clém,,,
29/09/2020 20:36:06,29/09/2020,18:46:00,220606,1933,,den pour aure,,,
29/09/2020 22:25:27,29/09/2020,21:00:00,220987,2314,,den pour nic,,,
30/09/2020 07:54:13,30/09/2020,07:51:00,221268,133,,,,,
30/09/2020 16:20:43,30/09/2020,15:35:00,222445,1310,,Vive le totaym,,,
30/09/2020 16:21:20,30/09/2020,12:46:00,222043,908,,den pour barb,,,
30/09/2020 16:22:34,30/09/2020,10:42:00,221789,654,,den pour video barb,,,
30/09/2020 17:25:59,30/09/2020,17:25:00,222792,1657,,,,,
30/09/2020 19:51:14,30/09/2020,18:57:00,223224,2089,,Auré,,,
01/10/2020 09:57:39,01/10/2020,09:52:00,224293,589,,pour Barbara,,,
01/10/2020 11:35:08,01/10/2020,11:32:00,224447,743,,den pour barb,,,
01/10/2020 15:45:58,01/10/2020,15:45:00,224879,1175,,,,,
01/10/2020 19:34:14,01/10/2020,19:31:00,225656,1952,,"Oui oui, mon cours d'anglais s'est bien passé, merci de t'en soucier Totem ",,,
01/10/2020 22:25:08,01/10/2020,22:03:00,225863,2159,,Vive la vraie vie,,,
02/10/2020 17:31:46,01/10/2020,23:04:00,225937,2233,,Dame de toulouse,,,
02/10/2020 19:15:31,02/10/2020,19:00:00,227268,1296,,den pour youn,,,
02/10/2020 22:37:27,02/10/2020,19:49:00,227325,1353,,den pour barb,,,
02/10/2020 22:39:18,02/10/2020,08:52:00,226311,339,,den pour fede,,,
02/10/2020 22:39:45,02/10/2020,10:16:00,226472,500,,den pour fede,,,
03/10/2020 08:52:06,03/10/2020,08:46:00,227504,52,,9°C,,,
03/10/2020 12:00:22,03/10/2020,10:24:00,227579,127,,un petit coucou de bruno :),,,
03/10/2020 18:26:18,03/10/2020,16:35:00,228027,575,,den pour clem,,,
04/10/2020 07:21:24,04/10/2020,07:21:00,228523,81,,,,,
04/10/2020 14:15:58,04/10/2020,14:15:00,228815,373,,,,,
04/10/2020 17:15:20,04/10/2020,17:15:00,228966,524,,[edit 2289966 en 228966],,,
04/10/2020 20:20:54,04/10/2020,16:42:00,228932,490,,den pour barb,,,
05/10/2020 09:32:32,05/10/2020,09:32:00,229864,552,,,,,
05/10/2020 15:09:15,05/10/2020,15:08:00,230417,1105,,1105,,,
05/10/2020 21:54:31,05/10/2020,20:15:00,231331,2019,,Den pour Youn,,,
05/10/2020 21:55:19,05/10/2020,17:58:00,230866,1554,,on a vu des commentaires plus marrants quand même,,,
05/10/2020 21:56:32,05/10/2020,20:45:00,231382,2070,,À la troisième saisie un totem offert !,,,
05/10/2020 21:58:28,05/10/2020,16:42:00,230581,1269,,"noté sur ma main, alors je croise les doigts...",,,
06/10/2020 20:50:22,06/10/2020,20:20:00,233595,2083,,"humeur noire, bonsoir...",,,
07/10/2020 11:57:04,07/10/2020,09:31:00,234242,473,,Vivent les smartphones !,,,
07/10/2020 19:35:43,07/10/2020,19:35:00,235893,2124,,"Totem du soir, espoir... [edit 21:24 corrigé en 19:24 - dur de saisir une donnée de 21h24 à 19h35, non ? même si ça faisait joli 2124 à 21h24)",,,
07/10/2020 21:23:51,07/10/2020,15:37:00,235027,1258,,vivent les téléphones normaux aussi,,,
07/10/2020 21:26:42,07/10/2020,20:08:00,236001,2232,,den pour aure,,,
08/10/2020 15:18:35,08/10/2020,15:16:00,237362,1119,,"Bah ouai, c'est jeudi, c'est cours d'anglais. ",,,
08/10/2020 19:27:16,08/10/2020,19:00:00,238130,1887,,Youna pour Aurélien,,,
09/10/2020 08:51:52,08/10/2020,20:36:00,238409,2166,,den pour clem,,,
09/10/2020 09:41:22,09/10/2020,09:40:00,239177,564,,,,,
09/10/2020 10:38:17,09/10/2020,08:39:00,238964,351,,pour Frederic,,,
09/10/2020 15:46:21,09/10/2020,15:45:00,239844,1231,,,,,
09/10/2020 22:32:47,09/10/2020,18:30:00,240406,1793,,den pour fred,,,
10/10/2020 12:18:09,10/10/2020,11:40:00,241294,360,,den pour clem,,,
10/10/2020 18:33:54,10/10/2020,16:00:00,241687,753,,Source : noté sur la Gazette de l'Utopia de retour de la séance du film Police que je vous conseille bien cordialement. ,,,
11/10/2020 16:54:10,11/10/2020,16:50:00,242838,560,,[edit 12/10/2020 en 11/10/2020],,,
11/10/2020 23:27:57,11/10/2020,16:47:00,242833,555,,den pour soph,,,
12/10/2020 21:55:49,12/10/2020,20:46:00,245216,2046,,https://jesuisundesdeux.slack.com/archives/CV1V589C2/p1602528995000900,,,
12/10/2020 22:14:49,12/10/2020,18:10:00,244775,1605,,den pour fred L,,,
13/10/2020 10:45:08,28/09/2020,14:32:00,217631,928,,"Weelz pro des deux chiffres bien visibles
https://twitter.com/WeelzFr/status/1311057243274706944?s=20",,,
13/10/2020 15:23:25,13/10/2020,13:36:00,246385,993,,Youna pour Denis,,,
13/10/2020 17:27:27,13/10/2020,17:23:00,246877,1485,,Youna pour Clémence,,,
13/10/2020 20:57:15,13/10/2020,20:15:00,247466,2074,,Ahhhhhh totem. Tu m'avais manqué et par deux fois aujourd'hui j'ai eu la chance de te rendre visite. Merci totem pour tout ce que tu es et pour tout ce que tu fais. Tu es amour et tu diffuses le bien-être autour de toi tu es vraiment mirifique.,,,
13/10/2020 21:28:33,13/10/2020,21:09:00,247535,2143,,den pour nic (avé calcul),,,
14/10/2020 18:01:12,14/10/2020,09:35:00,248101,470,,pat patrouille du mercredi matin,,,
14/10/2020 18:01:38,14/10/2020,17:18:00,249151,1520,,pat patrouille du mercredi après-midi,,,
15/10/2020 16:08:54,15/10/2020,16:02:00,251120,1190,,Where is Brian? Brian is at Totem Albert 1er,,,
15/10/2020 19:38:15,15/10/2020,19:26:00,251814,1884,,,,,
15/10/2020 20:52:20,15/10/2020,20:51:00,251990,2060,,,,,
15/10/2020 22:06:19,15/10/2020,21:53:00,252033,2103,,den pour nic,,,
16/10/2020 08:38:33,16/10/2020,08:36:00,252390,276,,,,,
16/10/2020 14:36:54,16/10/2020,14:02:00,253034,920,,pat'patrouille,,,
16/10/2020 19:23:00,16/10/2020,19:18:00,253818,1704,,den pour clem,,,
16/10/2020 19:44:19,16/10/2020,18:54:00,253754,1640,,pauvre petit Toto qui ne croisera pas grand monde la nuit ces prochaines semaines :( ,,,
16/10/2020 21:44:47,16/10/2020,21:35:00,254052,1938,,den pour nic,,,
17/10/2020 20:55:34,17/10/2020,20:13:00,255231,1061,,den pour youn,,,
17/10/2020 20:57:15,17/10/2020,06:12:00,254210,40,,den pour pier,,,
18/10/2020 16:44:10,18/10/2020,14:47:00,255718,377,,den pour fred,,,
18/10/2020 16:44:38,18/10/2020,16:41:00,255882,541,,den pour rach,,,
18/10/2020 16:45:34,18/10/2020,15:41:00,255802,461,,beau tir groupé. Un lien avec un évènement qui aurait eu lieu vers 15h aujourd'hui ?,,,
18/10/2020 19:07:05,18/10/2020,17:34:00,255965,624,,den pour auré,,,
19/10/2020 20:06:54,19/10/2020,18:26:00,257608,1356,,den pour youn,,,
20/10/2020 13:39:02,20/10/2020,12:35:00,258554,577,,retour,,,
20/10/2020 13:39:56,20/10/2020,11:48:00,258477,500,,aller,,,
20/10/2020 17:36:33,20/10/2020,16:56:00,258950,973,,den pour tan,,,
20/10/2020 18:43:10,20/10/2020,18:05:00,259159,1182,,den pour clem,,,
21/10/2020 14:31:31,21/10/2020,14:18:00,260301,700,,den pour youn,,,
21/10/2020 20:29:57,21/10/2020,19:30:00,260936,1335,,den pour fede,,,
22/10/2020 10:21:28,21/10/2020,07:26:00,259632,31,,Youna pour Pierrot le matinal,,,
22/10/2020 21:03:01,22/10/2020,18:36:00,261966,825,,den pour clem,,,
22/10/2020 21:04:53,22/10/2020,20:51:00,262181,1040,,den pour youn,,,
23/10/2020 19:51:04,23/10/2020,19:36:00,263471,1249,,den pour nic,,,
24/10/2020 17:55:44,24/10/2020,06:07:00,263640,6,,den pour pier,,,
24/10/2020 17:56:27,24/10/2020,13:28:00,263971,337,,den pour soph,,,
25/10/2020 09:27:04,25/10/2020,08:58:00,264725,37,,retour à TMT,,,
26/10/2020 18:02:13,26/10/2020,17:37:00,266260,857,,toujours à TMT,,,
26/10/2020 18:40:09,26/10/2020,18:34:00,255427,1024,,A la bonne heure (mais pas celle de Toto),,,
26/10/2020 18:58:44,26/10/2020,18:34:00,266427,1024,,den pour céd,,,
26/10/2020 21:53:55,26/10/2020,19:46:00,266542,1139,,den pour nic,,,
27/10/2020 09:46:36,27/10/2020,08:56:00,266863,209,,TMT toujours !,,,
27/10/2020 19:15:14,27/10/2020,19:05:00,267855,1201,,den pour youn,,,
27/10/2020 20:08:06,27/10/2020,19:27:00,267898,1244,,den pour kent,,,
28/10/2020 06:24:39,28/10/2020,06:24:00,268086,13,,,,,
28/10/2020 08:00:24,28/10/2020,08:00:00,268149,76,,,,,
28/10/2020 10:32:33,28/10/2020,09:03:00,268311,238,,"Il m'avait manqué le beau totem, mais pourquoi n'est il pas à l'heure?",,,
29/10/2020 18:08:35,29/10/2020,18:05:00,270723,1170,,"Et pour Clémence, hip hip hip houra !",,,
30/10/2020 13:32:50,30/10/2020,12:49:00,271456,325,,Ah ben j'ai fait une bonne grasse mat' !,,,
31/10/2020 11:29:19,31/10/2020,11:28:00,272117,122,,,,,
31/10/2020 13:42:25,31/10/2020,13:28:00,272217,222,,den pour rach,,,
31/10/2020 20:11:07,31/10/2020,19:33:00,272457,462,,"Ouf, Toto est toujours à moins de 1 km de moi !",,,
01/11/2020 19:41:52,01/11/2020,18:07:00,272895,368,,Ça manque de plantation au pied du Totem pour compenser le faible nombre de vélos 😉🍁🍂,,,
01/11/2020 20:44:54,01/11/2020,17:54:00,272882,355,,Merci Nanée !,,,
02/11/2020 13:06:16,02/11/2020,11:36:00,273432,408,,merci Pierre !,,,
02/11/2020 13:07:16,02/11/2020,06:32:00,273034,10,,Merci Pierre !,,,
02/11/2020 19:13:20,02/11/2020,15:57:00,273656,632,,Merci Aurore !,,,
02/11/2020 19:15:37,02/11/2020,18:16:00,273941,917,,Merci Clémence !,,,
02/11/2020 19:50:58,02/11/2020,19:23:00,274065,1041,,Merci Nico !,,,
03/11/2020 19:43:10,03/11/2020,19:42:00,275253,1091,,"Eh ben, t'es toujours pas à l'heure...",,,
03/11/2020 21:23:31,03/11/2020,18:19:00,275126,964,,"Un tout au totem entre la boulangerie et le ça de Vélocité !
",,,
04/11/2020 11:50:05,04/11/2020,11:31:00,275729,390,,Merci Clémence !,,,
04/11/2020 13:09:46,04/11/2020,06:17:00,275346,7,,PC 1,,,
04/11/2020 13:10:21,04/11/2020,12:27:00,275810,471,,PC 2,,,
04/11/2020 21:29:59,04/11/2020,15:20:00,275994,655,,Merci Aurore !,,,
05/11/2020 20:08:56,05/11/2020,17:37:00,277373,879,,Merci Tina ! [retour à GMT],,,
06/11/2020 09:51:43,06/11/2020,08:54:00,277920,229,,den pour clem,,,
06/11/2020 09:52:41,06/11/2020,08:27:00,277848,157,,den pour jul,,,
07/11/2020 19:43:25,07/11/2020,19:41:00,279350,455,,den pour youn,,,
08/11/2020 18:53:44,08/11/2020,18:26:00,279765,355,,den pour nic,,,
09/11/2020 18:51:20,09/11/2020,18:20:00,280707,833,,Merci Clémence !,,,
10/11/2020 11:44:11,10/11/2020,11:40:00,281309,406,,den pour pier,,,
10/11/2020 11:44:37,10/11/2020,06:28:00,280909,6,,den pour pier,,,
10/11/2020 14:28:39,10/11/2020,13:34:00,281471,568,,"enfin en télétravail ! tranquillité, youpi !",,,
11/11/2020 10:58:43,11/11/2020,10:27:00,282291,81,,vive le marché,,,
12/11/2020 16:15:18,12/11/2020,16:06:00,283697,722,,Merci Aurore !,,,
13/11/2020 19:30:14,13/11/2020,12:07:00,284719,462,,,,,
13/11/2020 19:39:48,13/11/2020,11:37:00,284677,420,,velo ce jour reconstitué,,,
14/11/2020 22:25:26,14/11/2020,22:22:00,286173,644,,Meeeeerci Younaaaaaa!!!,,,
15/11/2020 18:41:36,15/11/2020,14:21:00,286301,118,,merci Nico,,,
16/11/2020 18:23:26,16/11/2020,17:15:00,287337,801,,den pour art,,,
16/11/2020 20:10:39,16/11/2020,16:39:00,287260,724,,On croise quoi ? des vélos...,,,
17/11/2020 21:35:21,17/11/2020,20:59:00,288975,1280,,"Nico à fait de la soupe poireaux-potimarron, ça a l'air bon ",,,
18/11/2020 13:59:37,18/11/2020,13:10:00,289572,552,,"Mon pauvre Toto, plus personne ne s'intéresse à toi... :'(",,,
19/11/2020 15:22:35,19/11/2020,15:21:00,290976,659,,<3,,,
19/11/2020 21:40:12,19/11/2020,19:40:00,291474,1157,,merci Nico !,,,
20/11/2020 21:18:40,20/11/2020,17:57:00,292450,903,,,,,
22/11/2020 18:39:35,22/11/2020,18:25:00,294046,468,,den pour nic,,,
22/11/2020 20:17:30,22/11/2020,18:38:00,294055,477,,den pour youn,,,
23/11/2020 09:56:43,21/11/2020,17:56:00,293367,612,,estimation suite à photo avec les 2 chiffres non visibles,,,
23/11/2020 11:44:02,23/11/2020,11:39:00,294524,371,,den pour pier,,,
23/11/2020 11:46:07,23/11/2020,06:27:00,294157,4,,den pour pier,,,
23/11/2020 21:46:09,23/11/2020,19:46:00,295200,1047,,Promis on ne t'oubliera plus mon Totem,,,
23/11/2020 21:48:15,23/11/2020,18:17:00,295063,910,,Always in her heart,,,
23/11/2020 22:29:04,23/11/2020,15:42:00,294764,611,,vive le totaym,,,
24/11/2020 20:59:40,24/11/2020,19:39:00,296479,1200,,"Nico avait les données, mais aime être supplié...",,,
25/11/2020 16:45:02,25/11/2020,16:38:00,297184,609,,den pour nan,,,
25/11/2020 20:07:56,25/11/2020,19:01:00,297405,830,,Avant le footing,,,
25/11/2020 20:08:55,25/11/2020,19:47:00,297466,891,,Après le footing,,,
26/11/2020 18:22:18,26/11/2020,18:20:00,298375,823,,Nico just write it 😄,,,
27/11/2020 17:34:12,27/11/2020,16:56:00,299368,725,,den pour nic,,,
27/11/2020 19:07:35,27/11/2020,19:02:00,299605,962,,den pour nan,,,
28/11/2020 00:33:38,28/11/2020,00:28:00,299740,2,,Bientôt les 300 000 WOWOWOWOW,,,
28/11/2020 11:04:47,28/11/2020,11:04:00,300065,327,,,,,
28/11/2020 12:34:21,28/11/2020,10:22:00,299951,213,,den pour barb,,,
28/11/2020 12:35:44,28/11/2020,09:15:00,299800,62,,merci les mamans de condorcet !!,,,
28/11/2020 12:37:56,28/11/2020,10:58:00,300047,309,,den pour clem,,,
28/11/2020 12:42:38,28/11/2020,10:36:00,300000,262,,merci !!!!!!!!!!!!!!!!,,,
29/11/2020 06:30:35,29/11/2020,06:30:00,300822,17,,#JeSuisUneDes17 vivement les 20km,,,
29/11/2020 17:46:23,29/11/2020,17:06:00,301475,670,,tu m'avais manqué Totaym chéri,,,
30/11/2020 18:53:35,30/11/2020,18:45:00,302802,1088,,merci Charlotte !,,,
30/11/2020 22:15:03,30/11/2020,16:39:00,302497,783,,le relevé du lundi à 16h39,,,
01/12/2020 14:59:47,01/12/2020,14:03:00,303531,558,,Le télétravail c'est assez surfait. Le mieux c'est le travail-en-présentiel-avec-pause-midi-et-passage-par-totaym. Totaym. Que ferions-je sans toi ? Tu nous étais destiné.,,,
02/12/2020 08:27:35,02/12/2020,08:27:00,304330,141,,,,,
02/12/2020 08:31:47,02/12/2020,08:30:00,304337,148,,,,,
02/12/2020 08:41:29,02/12/2020,08:40:00,304358,169,,,,,
02/12/2020 10:33:22,02/12/2020,07:58:00,304269,80,,Bizarre tes photos ne sont pas nommées avec l'heure de prise de vue ?,,,
02/12/2020 14:18:22,02/12/2020,14:11:00,304848,659,,"le totaym c'est plus qu'une machine, c'est une communauté, un point de repère, un roc, un emblême, c'est ma vie ma bataille.",,,
03/12/2020 11:26:09,03/12/2020,09:04:00,305767,265,,merci les filles !,,,
03/12/2020 11:38:15,03/12/2020,09:40:00,305836,334,,,,,
03/12/2020 12:45:22,03/12/2020,12:45:00,306023,521,,[edit : 00:45 corrigé en 12:45],,,
03/12/2020 13:00:11,03/12/2020,13:00:00,306035,533,,,,,
03/12/2020 14:17:35,03/12/2020,14:01:00,306115,613,,en rentrant de l'école (avec un micro-détour),,,
03/12/2020 15:33:19,03/12/2020,13:25:00,306069,567,,,,,
04/12/2020 14:36:38,04/12/2020,13:58:00,307392,531,,,,,
04/12/2020 15:07:39,04/12/2020,13:59:00,307392,531,,détour salutaire pour saluter totayme,,,
05/12/2020 09:23:59,05/12/2020,09:21:00,308009,54,,"2 chiffres plus tôt, James Bond aurait aimé
",,,
06/12/2020 07:08:11,06/12/2020,07:05:00,308951,33,,-1°C glaglagla,,,
06/12/2020 17:44:26,06/12/2020,06:47:00,308951,33,,den pour pier,,,
06/12/2020 17:45:13,05/12/2020,21:04:00,308888,933,,den pour pier,,,
06/12/2020 17:46:42,06/12/2020,15:21:00,309300,382,,den pour aure,,,
06/12/2020 17:46:46,06/12/2020,12:24:00,309142,224,,,,,
07/12/2020 17:19:54,07/12/2020,13:30:00,310173,526,,den pour auro,,,
07/12/2020 21:05:28,07/12/2020,16:38:00,310343,696,,Comme Albert a l'air de mauvaise humeur je me suis permis de prendre un peu d'avance sur le relevé du lundi à 16h39. Bien cordialement.,,,
08/12/2020 11:41:43,08/12/2020,08:42:00,310940,184,,les chemins de l'école :-),,,
09/12/2020 07:22:54,09/12/2020,07:20:00,311846,31,,T'es beau Albert sous les étoiles du premier matin !!,,,
09/12/2020 14:58:59,09/12/2020,14:51:00,312500,685,,den pour clem,,,
09/12/2020 17:08:44,09/12/2020,10:20:00,312155,340,,Retour,,,
09/12/2020 20:14:07,09/12/2020,19:21:00,312934,1119,,"j'étais à pieds, j'ai pas compté :( ",,,
10/12/2020 20:29:52,10/12/2020,20:28:00,313892,802,,merci Youna,,,
11/12/2020 12:09:46,11/12/2020,12:03:00,314166,226,,,,,
12/12/2020 13:45:22,12/12/2020,13:18:00,314958,298,,photo Nico sur Slack,,,
12/12/2020 17:33:52,12/12/2020,17:04:00,315191,531,,den pour auré,,,
13/12/2020 06:53:19,13/12/2020,06:50:00,315507,40,,,,,
13/12/2020 13:17:58,12/12/2020,18:00:00,315260,600,,photo Nico,,,
13/12/2020 16:21:58,13/12/2020,15:22:00,315852,385,,,,,
13/12/2020 16:42:20,13/12/2020,10:50:00,315569,102,,,,,
13/12/2020 16:43:06,13/12/2020,11:00:00,315581,114,,,,,
13/12/2020 19:47:09,13/12/2020,17:38:00,316034,567,,https://files.slack.com/files-pri/TEUFVB23Y-F01GZBHSVNY/img_20201213_173851.jpg,,,
14/12/2020 08:45:28,14/12/2020,08:25:00,316334,120,,"en rentrant de l'école, par un chemin perdu, j'ai rencontré la lune derrière les bois noirs",,,
15/12/2020 10:08:21,15/12/2020,08:28:00,317322,100,,En rentrant de l'école Par un chemin perdu J'ai rencontré Totaym Derrière le feu rouge. Il était rectangle et monolithique. Et brillant dans l'air.,,,
16/12/2020 13:15:29,16/12/2020,11:44:00,318381,310,,balade sur les nouvelles pistes bussables et pistes cyclables yahoooo,,,
16/12/2020 13:17:47,16/12/2020,10:13:00,318293,222,,ahhhh totaym,,,
16/12/2020 13:19:09,16/12/2020,11:58:00,318395,324,,belle journée pour un totaym,,,
16/12/2020 13:19:47,16/12/2020,12:12:00,318416,345,,celle là et la précédente le total a été reconstitué à partir des 2 premières obs de la journée,,,
16/12/2020 16:09:18,16/12/2020,13:49:00,318542,471,,journée totaym,,,
16/12/2020 16:09:43,16/12/2020,14:14:00,318573,502,,quand on ayme on compte,,,
16/12/2020 16:10:07,16/12/2020,14:26:00,318588,517,,s'en lasserait-on ?,,,
16/12/2020 16:10:44,16/12/2020,15:46:00,318689,618,,vers l'infini et au delà,,,
16/12/2020 17:39:47,16/12/2020,17:38:00,318881,810,,den pour tang,,,
16/12/2020 20:40:47,16/12/2020,19:45:00,319119,1048,,den pour youn,,,
17/12/2020 09:06:09,17/12/2020,08:27:00,319282,79,,plic. ploc. plic ploc miaaaawww tu fais super bien le chat,,,
17/12/2020 12:27:09,17/12/2020,09:14:00,319339,136,,,,,
17/12/2020 16:02:35,17/12/2020,14:01:00,319556,353,,j'ai un M12 pour mon école à moi (rien à voir avec le totaym mais je raconte ma vie),,,
17/12/2020 21:02:29,17/12/2020,19:29:00,319960,757,,den pour nic,,,
18/12/2020 18:45:50,18/12/2020,16:42:00,320636,554,,,,,
18/12/2020 19:09:40,18/12/2020,09:41:00,320224,142,,zhena aller,,,
18/12/2020 19:10:06,18/12/2020,10:26:00,320246,164,,zhena retour,,,
18/12/2020 21:04:08,18/12/2020,20:26:00,320998,916,,vacances !  :),,,
18/12/2020 23:25:41,18/12/2020,15:43:00,320536,454,,,,,
19/12/2020 12:06:37,19/12/2020,11:15:00,321189,138,,Bye bye Totem. Happy Christmas! ,,,
19/12/2020 13:09:11,19/12/2020,13:06:00,321282,231,,,,,
19/12/2020 16:16:04,19/12/2020,16:12:00,321507,456,,den pour auré,,,
20/12/2020 13:41:44,20/12/2020,08:41:00,321820,25,,photo Barbara,,,
20/12/2020 13:55:47,20/12/2020,06:30:00,321810,15,, ,,,
21/12/2020 17:35:27,21/12/2020,17:32:00,322851,622,,,,,
21/12/2020 17:57:48,21/12/2020,17:57:00,322893,664,,,,,
21/12/2020 20:47:00,21/12/2020,19:11:00,323005,776,,aaaaaaaaaaahhhh les apéros totaym,,,
22/12/2020 12:25:19,22/12/2020,10:43:00,323261,172,,courses noel - aller,,,
22/12/2020 12:25:46,22/12/2020,11:51:00,323320,231,,courses noel - retour (cargo compté double),,,
22/12/2020 19:35:08,22/12/2020,12:34:00,323357,268,,,,,
23/12/2020 18:10:29,23/12/2020,18:09:00,324478,496,,,,,
